110,A763,-7.582216,110.800194
111,6313,-7.7216473,109.9114471
112,A423,-7.0204299,110.4962985
113,A555,-7.02791,110.25264
114,A401,-7.013484,110.338586
115,A190,-6.9779034,110.3678995
116,5011,-6.9730145,110.3905466
117,A191,-6.9871195,110.3997837
118,4943,-6.958967,110.409287
119,A198,-7.1286054,110.40947
120,6294,-6.9651117,110.4112113
121,A195,-7.1684204,110.413968
122,5779,-6.9995033,110.4280669
123,A189,-7.0600686,110.4413294
124,3347,-7.023358,110.464375
125,A556,-7.013943,110.471974
126,A065,-7.0374696,110.474506
127,A511,-6.961495,110.478886
128,8214,-6.955928,110.39501
129,4958,-7.1300456,110.424129
130,3434,-7.232720482,110.4292917
131,ZZ6C,-7.232720482,110.4292917
132,A385,-7.022942,110.48801
133,A400,-6.997234,110.346215
134,6589,-6.97772,110.37843
135,3327,-7.136429,110.404723
136,ZZ6A,-7.136429,110.404723
137,3111,-7.175535,110.418504
138,3526,-7.194317,110.426159
139,A052,-7.0243159,110.4599182
140,A780,-6.780528,110.839685
141,1259,-6.781803,110.988777
142,6525,-6.7839524,110.8595468
143,4679,-6.7861076,110.8556373
144,6115,-6.801567,110.823867
145,1849,-6.841742,110.816296
146,5013,-6.7458516,110.7524145
147,2435,-6.807512,110.842702
148,4183,-6.9813,109.13868
149,4401,-6.860192,109.1566205
150,4967,-6.8778405,109.07631
151,5577,-6.868344,109.1229664
152,8340,-6.868456,109.120979
153,4876,-6.873538,109.0412063
154,4959,-6.5905799,110.6642985
155,6036,-6.593449,110.66845
156,A478,-6.56773,110.665382
157,3326,-6.605824,110.680861
158,3109,-6.51933,110.770243
159,A399,-6.868875,109.021737
160,4063,-6.9647341,109.6476579
161,A422,-6.901713,109.664984
162,A564,-6.886134,109.680833
163,A682,-6.972366,110.027619
164,A149,-6.897218,109.647491
165,ZZ5Y,-6.889809,109.677694
166,6526,-6.8914757,109.6802135
167,6588,-6.89865,109.5355
168,1396,-6.915052,109.652864
169,1395,-6.897137,109.678595
170,4392,-6.903824,109.693516
171,3622,-6.906087,109.730579
172,A637,-7.202864,110.423588
173,5387,-7.5553984,110.7985858
174,ZZ6E,-7.565428,110.838719
175,A898,0996,-7.568216
176,A821,-7.576785,110.809102
177,A798,-7.534478,110.835435
178,A764,-7.543855,110.820258
179,4850,-7.555823,110.884772
180,1092,-7.5367967,110.8382423
181,1537,-7.578647,110.831301
182,4286,-7.580355,110.813043
183,2014,-7.55432,110.79861
184,6896,-7.519948,110.750114
185,H062,-7.56697,110.87368
186,3542,-7.56697,110.87368
187,1286,-7.563067,110.818114
188,8565,-7.564114,110.801437
189,1261,-7.5757086,110.7805413
190,3477,-7.54991,110.737939
191,6257,-7.539964,110.7296394
192,6242,-7.563758,110.855815
193,6240,-7.5816442,110.8177412
194,ZZ6M,-7.609254,110.813617
195,ZZ6L,-7.602576,110.813248
196,1310,-7.565843,110.807299
197,A526,-7.56368,110.794851
198,A547,-7.550128,110.790018
199,1745,-7.560163,110.788363
200,A454,-7.5399599,110.8426585
201,1682,-7.55585,110.838591
202,4696,-7.5578545,110.8197478
203,H061,-7.552761,110.750914
204,4790,-7.564492,110.827973
205,8567,-7.600092,110.819529
206,3348,-7.540678,110.819457
207,1402,-7.609254,110.813617
208,1834,-7.602576,110.813248
209,1401,-7.547103,110.779941
210,3653,-7.552931,110.775591
211,6302,-7.56612,110.8131339
212,A230,-7.5484421,110.7966629
213,ZZBN,-7.518537,110.226491
214,5172,-7.6053286,110.2067147
215,5305,-7.4708288,110.21528
216,ZZCX,-7.378082,109.898555
217,8650,-7.481253,110.213799
218,1115,-7.477617,110.219267
219,H038,-7.50411,110.224518
220,3329,-7.36049,110.28213
221,3602,-7.4112136,109.9662855
222,3604,-7.437113,109.97323
223,1928,-7.436603,109.973302
224,5304,-7.6088468,110.2178328
225,1617,-7.57787,110.27447
226,4761,-7.6402147,110.3203653
227,3954,-7.533756,110.17241
228,1694,-7.185844,110.43206
229,4865,-7.408529,109.082968
230,4871,-7.396293,109.352107
231,6222,-7.6692849,109.654649
232,5307,-7.7213104,109.734957
233,4593,-7.425037,109.230068
234,6982,-7.399,109.2451
235,1452,-7.459496,109.282451
236,4287,-7.610323,109.534846
237,6957,-7.670647,109.660947
238,ZZ46,-7.421767,109.244333
239,3679,-7.840275,109.912942
240,6953,-7.72339,109.94975
241,1138,-7.719518,109.996444
242,6969,-7.420667,109.204167
243,1558,-7.435454,109.220839
244,6929,-7.439417,109.24745
245,3216,-7.418262,109.26178
246,3956,-7.3848726,109.3330857
247,3141,-7.380768,109.357653
248,ZZUT,-6.886851,110.654761
249,B050,-6.92741,110.553649
250,A558,-7.46399,110.804231
251,6245,-7.534679632,110.7943082
252,3953,-7.451584,110.805713
253,4155,-7.494687,110.8075473
254,A909,-6.721296,111.128413
255,A891,-6.9745,110.301015
256,A897,-7.00205,110.447948
257,A893,-7.33782,110.499236
258,A874,-7.837487,110.474215
259,A869,-7.023677,110.506902
260,A851,-7.007369,110.460547
261,A850,-7.008183,110.418325
262,A849,-6.985596,110.435806
263,A848,-6.996078,110.47311
264,5603,-6.978191,110.415476
265,1960,-6.952333,110.45135
266,4164,-6.9483572,110.490471
267,3218,-6.996779,110.380068
268,A066,-7.010816,110.391452
269,1843,-7.00615,110.396118
270,4706,-7.048863,110.39549
271,ZZ6B,-6.9880272,110.4264637
272,4925,-7.0121414,110.377216
273,A799,-6.980772,110.402613
274,A797,-6.995876,110.409284
275,4315,-7.0539072,110.3161311
276,5135,-7.0000494,110.3416961
277,3787,-6.974697,110.325627
278,5939,-6.9908015,110.3553684
279,4199,-6.9610285,110.2531062
280,A321,-6.9630333,110.2611631
281,1612,-7.55287,109.005919
282,1331,-7.661912,109.091148
283,3158,-7.435284,109.290569
284,1773,-7.72339,109.94975
285,3759,-7.543494,110.598749
286,3761,-7.522903,110.757283
287,A003,-7.5283455,110.5967995
288,4786,-7.491058,110.571629
289,4082,-6.98373,110.430925
290,5115,-6.998861,110.46476
291,A068,-6.977388,110.480929
292,3113,-6.976652,110.448217
293,3518,-6.989516,110.456543
294,H056,-6.989516,110.456543
295,1848,-6.983638,110.45974
296,4193,-6.9889642,110.473856
297,5314,-7.24680504,110.4344627
298,A050,-7.2612738,110.3977903
299,1552,-7.255092,110.409311
300,A559,-7.574386,110.885947
301,A673,-7.538102,110.695292
302,4592,-7.596518,110.948808
303,1176,-7.584313545,110.9111876
304,3767,-7.020494,110.49789
305,1234,-7.020494,110.49789
306,1233,-7.020494,110.49789
307,3943,-6.989516,110.456543
308,ZZO8,-6.9908015,110.3553684
309,3944,-7.019525,110.494607
310,4391,-7.0173346,110.4272381
311,6260,-7.015968,110.424567
312,1756,-7.05051,110.417361
313,5954,-7.0036061,110.4090653
314,8485,-7.047806,110.420083
315,5376,-7.018302,110.418983
316,ZZ6K,-7.068124,110.41076
317,1837,-7.054003,110.431395
318,6000,-7.0691497,110.4253552
319,4316,-7.0506642,110.4242061
320,H067,-7.075234,110.418985
321,6286,-7.0646678,110.408679
322,3212,-7.711906,110.593121
323,5175,-7.718553,110.57711
324,3213,-7.743545,110.529628
325,5174,-7.7474921,110.5222556
326,1129,-7.7055239,110.5979849
327,A653,-7.704343,110.605261
328,4867,-7.6901082,110.6024561
329,4877,-7.6912858,110.612225
330,A126,-7.6288579,110.693173
331,4681,-7.461089,110.9413273
332,5036,-7.80428,110.9136462
333,A565,-7.8260309,110.918814
334,A655,-6.828761,110.726616
335,3762,-6.922124,110.589259
336,4951,-6.9315155,110.5379748
337,A551,-7.02315,110.505828
338,4399,-7.031049,110.537088
339,A067,-7.045189,110.578776
340,9404,-7.019525,110.494607
341,3769,-7.01535,110.484073
342,1154,-7.020494,110.49789
343,5116,-7.023677,110.506902
344,4198,-6.99954,110.4222593
345,A058,-7.006312,110.431542
346,4197,-7.0102623,110.4398617
347,A193,-7.0055787,110.4539733
348,4182,-6.9961903,110.446343
349,A007,-7.7956332,110.3861545
350,A006,-7.7854536,110.3977958
351,A225,-7.7752532,110.4023666
352,1776,-7.585471,110.289381
353,H039,-7.783309,110.390695
354,ZZ6P,-7.7582932,110.3945021
355,3410,-7.783016,110.401245
356,H040,-7.783016,110.401245
357,5001,-7.778414,110.423645
358,1281,-7.778573,110.425717
359,6894,-7.785376,110.437358
360,1411,-7.800885,110.359468
361,4376,-7.787724,110.366348
362,5598,-7.8239732,110.3372403
363,A654,-7.758234,110.337629
364,5599,-7.8188345,110.351658
365,9330,-7.778207,110.373484
366,8355,-7.786878,110.374293
367,5290,-7.776638,110.376214
368,A314,-7.782051,110.378949
369,A387,-7.9028094,110.0660128
370,A390,-7.9028094,110.0660128
371,1619,-7.801311,110.392486
372,A772,-7.7905329,110.365914
373,4322,-7.7971946,110.3626519
374,5029,-7.7509045,110.4005576
375,5041,-7.749368,110.406052
376,5389,-7.7572138,110.4118533
377,5177,-7.846893,110.3384689
378,5176,-7.831659,110.374683
379,6891,-7.758428,110.402895
380,3214,-7.796123,110.403585
381,ZZCW,-7.795474,110.409807
382,1571,-7.815086,110.412841
383,4133,-7.766275,110.431597
384,8119,-7.777307,110.432167
385,A796,-7.868039,110.181521
386,A773,-7.82541667,110.390222
387,ZZ6O,-7.766275,110.431597
388,6278,-7.7303426,110.3567507
389,A229,-7.7772512,110.3610591
390,5601,-7.7408336,110.3768405
391,1852,-7.782901,110.408387
392,5808,-7.7180311,110.4113442
393,A154,-7.7733437,110.3063173
394,ZZK8,-7.7780852,110.3129994
395,1918,-7.779838,110.342946
396,1274,-7.780869,110.349366
397,8962,-7.283377,112.78096
398,4599,-7.551806,112.617964
399,4132,-7.427011,112.443428
400,3192,-7.427781,112.4755934
401,3517,-7.4066342,112.557642
402,1307,-7.393706,112.590809
403,1371,-7.299671,112.67483
404,A206,-7.332447,112.700663
405,A209,-7.309891,112.731665
406,H042,-7.292065,112.720261
407,H041,-7.344931,112.728971
408,8500,-7.320254,112.732707
409,8265,-7.322849,112.774959
410,H043,-7.276782,112.781521
411,4313,-7.2856226,112.697604
412,4295,-7.32785157,112.7100891
413,4589,-7.333901,112.729455
414,8317,-7.299671,112.67483
415,1646,-7.24386,112.76426
416,5731,-7.2353344,112.772134
417,5732,-7.2416098,112.772915
418,8972,-7.2741,112.746588
419,3148,-7.25142385,112.7481283
420,6877,-7.25141,112.745773
421,6874,-7.26515,112.755774
422,4382,-7.4420123,112.7147007
423,A635,-7.22314,112.45279
424,4335,-7.4095859,112.672847
425,ZZD2,-7.370018,112.691734
426,A307,-7.456149,112.714135
427,4968,-7.370018,112.7562241
428,5744,-7.385198,112.761241
429,ZZ7M,-7.449826,112.711293
430,8975,-7.459679,112.741987
431,A004,-7.477395,112.7144017
432,1269,-7.441028,112.720156
433,1798,-7.414178,112.725358
434,ZZ48,-7.414178,112.725358
435,5775,-7.394999,112.727275
436,4689,-7.350143,112.758331
437,A510,-7.447494,112.680538
438,1824,-7.24893,112.74817
439,8980,-7.272813,112.747352
440,ZZ7S,-7.265022,112.748703
441,6084,-7.2425251,112.7398368
442,5585,-7.2687265,112.7505602
443,2615,-8.177133,113.682
444,1557,-7.164878,112.64102
445,3783,-7.538637,112.238163
446,3483,-7.537889,112.24975
447,ZZQV,-7.752544982,113.2169311
448,4873,-8.161463,113.193439
449,ZZDN,-8.13937,113.207153
450,3788,-8.16048,114.386171
451,A871,-7.755502,112.177112
452,A404,-7.290724,112.743391
453,ZZO2,-7.25573,112.662757
454,3323,-7.282843,112.682756
455,5827,-7.3122934,112.6992549
456,5170,-7.3174133,112.7113739
457,4093,-7.250887,112.72993
458,ZZI2,-7.250887,112.72993
459,1121,-7.23354,112.730357
460,4730,-7.298617,112.733561
461,ZZK2,-7.298617,112.733561
462,1273,-7.297088,112.742128
463,6005,-7.314285,112.769973
464,A150,-7.609881,111.899754
465,A812,-7.445688,112.65361
466,A811,-7.353262,112.728975
467,ZZ7O,-7.81194072,112.0156264
468,ZZ7N,-7.814852,112.016426
469,3324,-7.7975829,112.0257115
470,3832,-7.721921,112.063989
471,ZZDK,-7.651522,111.322093
472,1467,-7.518299554,112.5589048
473,6202,-7.289425,112.676075
474,ZZM2,-7.293852,112.730259
475,A405,-8.1846,113.666696
476,1242,-8.18050869,113.7037769
477,4869,-8.169343485,113.7143174
478,5138,-8.1744164,113.6921091
479,5574,-7.094247,112.331394
480,8152,-7.368006,112.606904
481,ZZL2,-7.290242,112.784314
482,3191,-7.351545,112.70736
483,1287,-7.381449,112.750454
484,1246,-7.365021,112.763886
485,5510,-7.339675,112.736784
486,5009,-7.863129,111.473073
487,3543,-7.639155,111.513956
488,6292,-7.625694,111.519727
489,3838,-7.58712,111.54009
490,1377,-8.100041,112.149164
491,4402,-7.605044,112.824501
492,4966,-7.6498584,112.9006151
493,6031,-7.644871,112.903297
494,8945,-7.649557,112.6888
495,4684,-7.5981,112.689971
496,1289,-7.5813159,112.70581
497,1549,-7.59877,112.71703
498,1389,-7.297109,112.604989
499,3931,-7.145472,112.615257
500,5949,-7.17139,112.62785
